Measurement,Date,ID,Block,Ramet,Photo,,Obs,HHMMSS,FTime,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,Status,,,
Final,4-Oct,PI1     ,7,b                                     ,30.8,,20,12:31:39,2083.5,0.0528,-534,2.08,3.83,2.3,1,4.46,30.15,29.23,30.16,419.21,404.64,1.536,2.489,3.52,5.7,499.7,400,99,98.49,-8.45,0.0825,0.7,111115,,,
Final,25-Oct,PI1     ,12,c                                     ,3.65,,19,12:21:42,2195,0.0176,74.7,0.482,2.68,2.3,1,4.46,22.57,22.09,22.53,420.38,418.61,-0.335,-0.113,-1.2,-0.41,499.7,399,1,98.73,-9.69,0.0837,1,111115,PI1     ,,
Initial,16-Sep,PI10,1,a,25.8,,26,12:36:51,3551.5,0.0857,-107,2.45,2.77,2.3,1,4.46,26.27,25.61,26.25,401.33,389.02,4.36,5.483,12.31,15.48,499.7,400,1,96.8,-4.06,0.14,0.7,111115,,,
Final,19-Sep,PI10    ,1,a                                     ,12.6,,15,12:22:36,2375.5,0.0539,6.45,1.85,3.29,2.3,1,4.46,28.07,27.41,27.99,400.92,394.8,2.993,3.841,7.61,9.77,499.7,399,0,96.91,0.428,0.0224,0.7,111115,,,
Initial,13-Oct,PI10    ,10,b                                     ,19.6,,45,12:50:04,4638.5,0.0603,-123,2.09,3.32,2.3,1,4.46,27.75,26.68,27.76,420.56,411.14,1.023,1.982,2.64,5.11,499.7,400,1,96.5,-8.64,0.13,0.7,111115,PI10    ,PI10    ,10
Final,16-Oct,PI10    ,10,b                                     ,7.03,,22,13:11:55,3239,0.00831,-926,0.29,3.37,2.3,1,4.46,26.85,26.45,26.81,419.41,416.12,0.864,0.997,2.39,2.76,499.7,399,1,98.22,-10.3,0.102,1,111115,PI10    ,10,b                                     
Initial,19-Sep,PI10    ,12,c                                     ,18.8,,43,13:25:18,6137,0.0646,-89.4,2.21,3.29,2.3,1,4.46,28.09,27.47,28.02,399.53,390.48,2.966,3.979,7.54,10.11,499.6,399,0,96.94,-3.38,0.241,0.7,111115,,,
Initial,22-Oct,PI10    ,12,c                                     ,18.9,,42,14:34:30,3839,0.0912,63.2,2.61,2.83,2.3,1,4.46,24.34,23.62,24.29,420.45,411.26,-0.215,0.984,-0.69,3.17,499.7,399,1,98.6,-9.36,0.0288,0.7,111115,PI10    ,,
Final,22-Sep,PI10    ,12,c                                     ,15.1,,5,12:55:40,577,0.072,41,2.2,3.02,2.3,1,4.46,25.66,24.72,25.67,400.16,392.8,0.101,1.112,0.3,3.32,499.6,401,1,98.81,0.741,-0.0415,0.7,111115,,,
Final,25-Oct,PI10    ,12,c                                     ,14.1,,17,12:17:05,1917.5,0.0437,-113,1.17,2.64,2.3,1,4.46,22.6,22.06,22.56,420.3,413.6,-0.296,0.244,-1.06,0.87,499.9,400,1,98.72,-9.69,0.0837,1,111115,PI10    ,,
Initial,3-Nov,PI10    ,20,d                                     ,8.13,,33,12:31:03,4692.5,0.0549,166,1.28,2.32,2.3,1,4.46,21.02,20.16,21.02,420.31,416.32,-0.059,0.531,-0.23,2.11,499.8,399,0,99.16,-9.31,0.104,0.7,111115,PI10    ,,
Final,6-Nov,PI10    ,20,d                                     ,5.69,,9,13:34:32,1759,0.0295,95.1,0.806,2.66,2.3,1,4.46,22.89,22.44,22.79,419.84,417.07,0.309,0.68,1.08,2.38,499.7,400,1,97.92,-10,0.103,1,111115,PI10    ,,
Initial,7-Oct,PI11    ,4,a                                     ,16.3,,40,12:38:49,5885.5,0.0712,30.6,2.17,2.99,2.3,1,4.46,26.16,25.47,26.11,420.2,412.29,1.894,2.891,5.46,8.33,499.7,399,1,98.18,-7.01,0.116,0.7,111115,,,
Final,10-Oct,PI11    ,4,a                                     ,25.2,,17,10:42:41,1674,0.0976,-24.5,3.27,3.23,2.3,1,4.46,27.66,26.82,27.62,418.67,406.46,1.782,3.283,4.6,8.48,499.7,399,1,96.11,-8.78,0.194,0.7,111115,,,
Initial,22-Oct,PI11    ,12,c                                     ,10.1,,41,14:33:13,3762,0.037,-32.3,1.09,2.89,2.3,1,4.46,24.25,23.59,24.21,420.37,415.53,-0.214,0.289,-0.69,0.94,499.7,399,1,98.6,-9.36,0.0288,0.7,111115,PI11    ,,
Final,25-Oct,PI11    ,12,c                                     ,6.31,,16,12:15:10,1803,0.0222,-47.2,0.609,2.68,2.3,1,4.46,22.62,22.17,22.57,420.21,417.19,-0.28,0,-1,0,499.7,400,1,98.72,-9.69,0.0837,0.7,111115,PI11    ,,
Initial,19-Oct,PI11    ,17,d                                     ,11.6,,38,14:43:12,3221,0.0467,3.72,1.47,3.07,2.3,1,4.46,25.3,24.84,25.26,419.82,414.22,0.148,0.823,0.45,2.49,499.7,400,1,98.1,-8.9,0.105,0.7,111115,PI11    ,,
Final,22-Oct,PI11    ,17,d                                     ,6.95,,16,14:00:18,1787,0.00775,-1.01E+03,0.236,2.96,2.3,1,4.46,24.27,23.87,24.2,419.1,415.86,-0.013,0.096,-0.04,0.31,499.7,401,1,98.62,-9.36,0.0288,0.7,111115,PI11    ,,
Initial,6-Nov,PI11    ,21,e                                     ,8.81,,23,14:06:50,3697.5,0.0479,107,1.33,2.71,2.3,1,4.46,23.53,22.96,23.47,419.72,415.41,0.442,1.054,1.49,3.55,499.7,401,1,97.91,-10,0.103,0.7,111115,PI11    ,,
Final,9-Nov,PI11    ,21,e                                     ,1.34,,11,16:44:56,1425.5,0.0178,283,0.51,2.8,2.3,1,4.46,23.41,23.08,23.31,419.65,418.93,0.128,0.362,0.44,1.24,499.7,400,1,98.79,-8.59,0.0803,0.7,111115,PI11    ,,
Initial,4-Oct,PI12    ,3,a                                     ,41.8,,32,12:50:43,3228.5,0.0994,-290,3.82,3.78,2.3,1,4.46,30.3,29.17,30.38,419.1,399.16,1.13,2.881,2.57,6.55,499.7,401,101,98.48,-8.45,0.0825,0.7,111115,,,
Final,7-Oct,PI12    ,3,a                                     ,9.74,,19,11:53:50,3185.5,0.027,-172,0.805,2.9,2.3,1,4.46,24.83,24.38,24.76,419.19,414.56,1.272,1.642,3.97,5.12,499.7,400,1,98.2,-7.01,0.116,1,111115,,,
Initial,1-Oct,PI12    ,6,b                                     ,36.2,,43,14:35:29,4017,0.125,-78.6,3.45,2.73,2.3,1,4.46,25.65,24.29,25.6,419.2,401.89,1.589,3.173,4.73,9.44,499.7,400,0,98.33,-6.88,0.141,0.7,111115,PI12    ,6,b                                     
Final,4-Oct,PI12    ,6,b                                     ,29,,21,12:33:03,2168,0.0643,-327,2.47,3.76,2.3,1,4.46,30.26,28.99,30.28,419.24,405.44,1.539,2.673,3.5,6.09,499.7,401,98,98.49,-8.45,0.0825,0.3,111115,,,
Initial,22-Oct,PI12    ,12,c                                     ,9.31,,45,14:38:19,4068.5,0.0272,-141,0.852,3.06,2.3,1,4.46,24.78,24.45,24.67,420.46,416.01,-0.172,0.22,-0.54,0.69,499.7,401,1,98.59,-9.36,0.0288,0.7,111115,PI12    ,,
Final,25-Oct,PI12    ,12,c                                     ,8.32,,20,12:22:55,2267.5,0.0234,-161,0.641,2.68,2.3,1,4.46,22.65,22.14,22.59,420.24,416.28,-0.341,-0.046,-1.22,-0.16,499.8,399,1,98.74,-9.69,0.0837,0.7,111115,PI12    ,,
Initial,25-Sep,PI12    ,18,d                                     ,19.6,,45,14:32:25,6141.5,0.0562,-161,1.69,2.93,2.3,1,4.46,24.6,23.57,24.56,420.19,410.83,-0.906,-0.128,-2.85,-0.4,499.7,399,0,97.67,-3.24,0.122,0.7,111115,,,
Final,28-Sep,PI12    ,18,d                                     ,15.9,,19,14:42:29,2254.5,0.0373,-280,1.28,3.3,2.3,1,4.46,27.22,26.54,27.14,420.18,412.59,1.315,1.902,3.53,5.11,499.6,400,0,97.32,-5.96,0.0747,0.7,111115,,,
Initial,7-Oct,PI13    ,4,a                                     ,16.7,,35,12:30:27,5383,0.069,10.4,2.1,2.98,2.3,1,4.46,25.97,25.35,25.92,420.05,411.98,1.794,2.757,5.23,8.04,499.7,399,1,98.18,-7.01,0.116,0.7,111115,,,
Final,10-Oct,PI13    ,4,a                                     ,24.6,,12,10:33:38,1130,0.106,18.8,3.48,3.16,2.3,1,4.46,27.17,26.39,27.09,420.26,408.26,1.469,3.068,3.91,8.15,499.6,401,1,96.1,-8.78,0.194,1,111115,,,
Initial,13-Oct,PI13    ,8,b                                     ,27,,40,12:42:39,4193.5,0.101,-39.9,3.36,3.23,2.3,1,4.46,27.78,26.53,27.82,420.48,407.42,1.04,2.584,2.68,6.66,499.7,399,1,96.51,-8.64,0.13,0.7,111115,PI13    ,PI13    ,8
Final,16-Oct,PI13    ,8,b                                     ,10.6,,17,13:01:08,2591.5,0.0251,-267,0.848,3.27,2.3,1,4.46,26.64,26.14,26.6,421.13,416.08,0.921,1.311,2.58,3.67,499.7,401,1,98.22,-10.3,0.102,1,111115,PI13    ,8,b                                     
Initial,19-Sep,PI13    ,11,c                                     ,17.8,,40,13:19:21,5779.5,0.0564,-128,1.93,3.29,2.3,1,4.46,28.14,27.42,28.08,399.59,391.04,2.996,3.882,7.59,9.83,499.7,399,0,96.9,-3.38,0.241,0.7,111115,,,
Final,22-Sep,PI13    ,11,c                                     ,5.68,,1,12:46:28,26,0.0196,-78.2,0.637,3.18,2.3,1,4.46,26.22,25.33,26.24,399.13,396.4,0.345,0.638,1,1.85,499.7,401,0,98.83,0.741,-0.0415,1,111115,,,
Initial,3-Nov,PI13    ,20,d                                     ,3.25,,36,12:37:47,5096,0.0504,301,1.19,2.34,2.3,1,4.46,20.96,20.31,20.9,420.38,418.65,-0.049,0.5,-0.2,1.99,499.8,399,1,99.16,-9.31,0.104,0.7,111115,PI13    ,,
Final,6-Nov,PI13    ,20,d                                     ,4.71,,12,13:39:45,2072,0.0324,170,0.899,2.7,2.3,1,4.46,23.18,22.73,23.08,419.84,417.5,0.339,0.753,1.17,2.59,499.7,400,1,97.91,-10,0.103,1,111115,PI13    ,,
Initial,4-Oct,PI14    ,3,a                                     ,46.9,,34,12:57:13,3618,0.13,-199,4.96,3.77,2.3,1,4.46,30.37,29.28,30.45,419.25,396.75,0.962,3.239,2.18,7.33,499.7,398,96,98.48,-8.45,0.0825,0.7,111115,,,
Final,7-Oct,PI14    ,3,a                                     ,30.1,,20,11:56:28,3344,0.123,-6.21,3.35,2.71,2.3,1,4.46,24.83,23.99,24.77,419.96,405.47,1.308,2.846,4.08,8.88,499.7,399,1,98.2,-7.01,0.116,0.7,111115,,,
Initial,16-Oct,PI14    ,8,b                                     ,15.5,,34,13:36:59,4742.5,0.0352,-301,1.21,3.34,2.3,1,4.46,26.99,26.42,26.97,420.04,412.67,0.652,1.208,1.79,3.32,499.6,399,1,98.24,-10.3,0.102,1,111115,PI14    ,,
Final,19-Oct,PI14    ,8,b                                     ,7.5,,11,14:07:00,1049.5,0.0283,-19.5,0.889,3.05,2.3,1,4.46,24.95,24.52,24.88,420.01,416.39,0.014,0.423,0.04,1.31,499.8,399,0,98.11,-8.9,0.105,0.7,111115,PI14    ,,
Initial,22-Oct,PI14    ,12,c                                     ,18.1,,39,14:30:54,3623,0.0787,28.7,2.2,2.77,2.3,1,4.46,24.23,23.16,24.21,420.2,411.47,-0.188,0.825,-0.61,2.68,499.7,399,1,98.6,-9.36,0.0288,0.7,111115,PI14    ,,
Final,25-Oct,PI14    ,12,c                                     ,12.9,,14,12:11:44,1597,0.0533,14.3,1.41,2.6,2.3,1,4.46,22.54,21.91,22.5,420.21,414.01,-0.247,0.4,-0.89,1.44,499.8,400,1,98.73,-9.69,0.0837,1,111115,PI14    ,,
Initial,31-Oct,PI14    ,19,d                                     ,20.2,,24,12:31:00,2913.5,0.0794,-12,2.08,2.6,2.3,1,4.46,23.13,22.41,23.1,419.33,409.65,0.294,1.249,1.02,4.34,499.7,399,0,98.82,-8.96,0.0883,1,111115,PI14    ,,
Final,3-Nov,PI14    ,19,d                                     ,18.5,,10,11:49:40,2209.5,0.107,118,2.37,2.23,2.3,1,4.46,20.84,19.93,20.81,420.89,411.92,-0.061,1.029,-0.25,4.13,499.9,400,1,99.19,-9.31,0.104,0.7,111115,PI14    ,,
Initial,4-Oct,PI15    ,2,a                                     ,33.6,,27,12:42:45,2750.5,0.0513,-647,2.03,3.85,2.3,1,4.46,30.35,29.23,30.45,418.95,403.11,1.389,2.32,3.15,5.25,499.7,401,115,98.49,-8.45,0.0825,1,111115,,,
Final,7-Oct,PI15    ,2,a                                     ,18.6,,15,11:46:19,2735,0.0747,-3.18,2.11,2.77,2.3,1,4.46,24.7,23.92,24.63,419.96,410.99,1.161,2.128,3.65,6.69,499.7,400,1,98.2,-7.01,0.116,0.7,111115,,,
Initial,28-Sep,PI15    ,9,b                                     ,31.4,,39,15:16:28,4293.5,0.166,79.8,5.07,3.03,2.3,1,4.46,27.57,26.12,27.5,419.81,404.42,1.507,3.833,3.96,10.08,499.6,400,0,97.28,-5.96,0.0747,0.7,111115,,,
Initial,19-Sep,PI15    ,11,c                                     ,18.6,,42,13:23:04,6002.5,0.0696,-52.1,2.35,3.25,2.3,1,4.46,28.1,27.3,28.04,399.46,390.47,2.976,4.052,7.56,10.29,499.7,399,0,96.92,-3.38,0.241,0.7,111115,,,
Final,22-Sep,PI15    ,11,c                                     ,13.9,,4,12:53:51,469,0.0499,-65.6,1.54,3.03,2.3,1,4.46,25.77,24.64,25.78,400.24,393.55,0.139,0.845,0.41,2.51,499.7,401,0,98.81,0.741,-0.0415,0.7,111115,,,
Initial,25-Sep,PI15    ,17,d                                     ,16.4,,47,14:39:30,6566.5,0.0897,103,2.63,2.87,2.3,1,4.46,24.54,23.44,24.5,420.3,412.26,-0.976,0.233,-3.08,0.74,499.7,400,0,97.66,-3.24,0.122,0.7,111115,,,
Final,28-Sep,PI15    ,17,d                                     ,16.4,,21,14:45:19,2424,0.036,-326,1.24,3.32,2.3,1,4.46,27.23,26.66,27.14,420.16,412.36,1.329,1.9,3.57,5.1,499.7,401,0,97.32,-5.96,0.0747,0.7,111115,,,
Initial,7-Oct,PI18    ,4,a                                     ,26.5,,39,12:36:53,5769.5,0.11,2.81,3.21,2.89,2.3,1,4.46,26.12,25.18,26.07,420.18,407.36,1.875,3.347,5.42,9.67,499.7,400,1,98.18,-7.01,0.116,0.7,111115,,,
Final,10-Oct,PI18    ,4,a                                     ,30.5,,15,10:39:28,1480,0.19,125,5.82,3.01,2.3,1,4.46,27.52,26.29,27.46,420.32,405.21,1.682,4.349,4.38,11.33,499.7,400,1,96.11,-8.78,0.194,0.7,111115,,,
Initial,25-Oct,PI18    ,14,c                                     ,23,,35,12:48:34,3807,0.101,28,2.56,2.52,2.3,1,4.46,22.55,21.63,22.53,419.57,408.49,-0.407,0.769,-1.46,2.77,499.8,401,0,98.73,-9.69,0.0837,1,111115,PI18    ,,
Final,28-Oct,PI18    ,14,c                                     ,3.28,,12,11:48:45,2066.5,0.0185,119,0.584,3.06,2.3,1,4.46,25.22,24.8,25.15,420.16,418.53,0.618,0.887,1.88,2.69,499.7,385,1,97.71,-8.8,0.0808,1,111115,PI18    ,,
Final,28-Oct,PI18    ,14,c                                     ,12.5,,13,11:50:34,2175.5,0.0421,-75.2,1.28,2.95,2.3,1,4.46,25.13,24.41,25.1,420,413.99,0.627,1.216,1.91,3.71,499.7,693,1,97.71,-8.8,0.0808,0.7,111115,PI18    ,,
Initial,31-Oct,PI18    ,20,d                                     ,26,,16,12:12:38,1811.5,0.14,90.1,3.67,2.63,2.3,1,4.46,23.97,23.17,23.89,419.82,407.15,0.478,2.162,1.58,7.15,499.7,400,0,98.83,-8.96,0.0883,0.7,111115,PI18    ,,
Final,3-Nov,PI18    ,20,d                                     ,20.1,,3,11:31:58,1146.5,0.163,196,3.61,2.25,2.3,1,4.46,21.11,20.46,20.99,420.66,410.71,0.044,1.7,0.17,6.71,499.9,401,1,99.2,-9.31,0.104,1,111115,PI18    ,,
Initial,6-Nov,PI18    ,21,e                                     ,5.7,,21,14:02:31,3437.5,0.0317,115,0.892,2.73,2.3,1,4.46,23.48,22.97,23.42,419.81,417.02,0.429,0.839,1.45,2.83,499.7,399,1,97.92,-10,0.103,1,111115,PI18    ,,
Final,9-Nov,PI18    ,21,e                                     ,-0.0311,,9,16:42:18,1268,0.0104,405,0.296,2.78,2.3,1,4.46,23.18,22.93,23.07,419.57,419.53,0.139,0.275,0.48,0.95,499.8,399,1,98.79,-8.59,0.0803,0.7,111115,PI18    ,,
Initial,16-Sep,PI19,15,c,20.4,,30,12:45:10,4050.5,0.102,53.9,2.89,2.74,2.3,1,4.46,26.35,25.63,26.35,399.67,389.75,4.49,5.812,12.62,16.33,499.7,400,0,96.8,-4.06,0.14,0.7,111115,,,
Initial,7-Oct,PI19    ,4,a                                     ,17,,36,12:31:43,5459.5,0.0791,50.6,2.37,2.94,2.3,1,4.46,26,25.23,25.95,420.15,411.86,1.812,2.899,5.27,8.43,499.7,400,1,98.18,-7.01,0.116,0.7,111115,,,
Final,10-Oct,PI19    ,4,a                                     ,19.1,,13,10:35:07,1219.5,0.0645,-77.2,2.19,3.24,2.3,1,4.46,27.28,26.56,27.2,420.35,411.15,1.537,2.543,4.06,6.72,499.7,401,0,96.1,-8.78,0.194,1,111115,,,
Initial,25-Sep,PI19    ,6,b                                     ,15.8,,42,14:26:54,5810.5,0.0315,-393,0.993,3.05,2.3,1,4.46,24.77,24.09,24.73,420.13,412.68,-0.834,-0.377,-2.6,-1.17,499.7,397,0,97.68,-3.24,0.122,0.7,111115,,,
Final,28-Sep,PI19    ,6,b                                     ,12.8,,13,14:33:11,1696,0.0408,-99.1,1.4,3.31,2.3,1,4.46,27.05,26.55,26.93,420.66,414.52,1.198,1.841,3.25,4.99,499.7,400,0,97.33,-5.96,0.0747,1,111115,,,
Final,19-Sep,PI19    ,15,c                                     ,13.9,,18,12:28:25,2725,0.0867,118,2.84,3.17,2.3,1,4.46,28.01,27.06,27.96,399.96,393.05,3.009,4.312,7.68,11.01,499.7,399,0,96.92,0.428,0.0224,0.7,111115,,,
Initial,19-Oct,PI19    ,17,d                                     ,15.5,,39,14:44:19,3288,0.048,-117,1.51,3.06,2.3,1,4.46,25.31,24.8,25.26,419.85,412.41,0.146,0.839,0.44,2.54,499.6,401,0,98.1,-8.9,0.105,0.7,111115,PI19    ,,
Final,22-Oct,PI19    ,17,d                                     ,9.58,,18,14:02:41,1930,0.0165,-514,0.484,2.86,2.3,1,4.46,24.06,23.34,24.04,418.89,414.39,-0.045,0.178,-0.15,0.58,499.7,400,1,98.62,-9.36,0.0288,0.7,111115,PI19    ,,
Initial,10-Oct,PI2     ,5,a                                     ,17.2,,47,11:52:56,5889,0.161,218,5.14,3.12,2.3,1,4.46,28.28,26.95,28.29,419.66,410.79,2.297,4.654,5.73,11.6,499.8,401,1,96.11,-1.76,0.329,0.7,111115,,,
Final,13-Oct,PI2     ,5,a                                     ,22.3,,24,12:20:20,2854,0.0474,-351,1.71,3.45,2.3,1,4.46,27.77,27.18,27.78,419.42,408.85,0.987,1.772,2.55,4.57,499.6,401,1,96.53,-8.64,0.13,0.7,111115,PI2     ,PI2     ,5
Initial,1-Oct,PI2     ,6,b                                     ,34,,45,14:38:23,4190,0.0983,-165,2.83,2.84,2.3,1,4.46,25.69,24.72,25.63,420.75,404.58,1.612,2.91,4.79,8.64,499.7,399,0,98.33,-6.88,0.141,0.7,111115,PI2     ,6,b                                     
Final,4-Oct,PI2     ,6,b                                     ,34,,24,12:37:46,2450.5,0.0432,-855,1.72,3.88,2.3,1,4.46,30.54,29.35,30.6,418.94,402.96,1.53,2.32,3.43,5.2,499.7,400,100,98.49,-8.45,0.0825,0.7,111115,,,
Initial,28-Oct,PI2     ,15,c                                     ,11.8,,26,12:32:05,4667,0.0591,78.8,1.84,3.04,2.3,1,4.46,25.55,24.99,25.51,419.22,413.45,0.605,1.452,1.8,4.32,499.7,408,1,97.77,-9.26,0.11,1,111115,PI2     ,,
Final,31-Oct,PI2     ,15,c                                     ,5.7,,12,12:04:56,1349.5,0.0205,-36.9,0.581,2.77,2.3,1,4.46,23.3,23.05,23.18,420.24,417.5,0.343,0.61,1.18,2.1,499.7,399,1,98.83,-8.96,0.0883,1,111115,PI2     ,,
Initial,3-Nov,PI2     ,20,d                                     ,5.61,,34,12:33:01,4810,0.0646,264,1.51,2.33,2.3,1,4.46,20.93,20.32,20.9,420.26,417.39,-0.059,0.637,-0.24,2.54,499.9,399,0,99.16,-9.31,0.104,1,111115,PI2     ,,
Final,6-Nov,PI2     ,20,d                                     ,2.31,,10,13:36:42,1889,0.0212,229,0.592,2.71,2.3,1,4.46,23.03,22.68,22.92,419.9,418.72,0.324,0.597,1.12,2.07,499.7,399,1,97.92,-10,0.103,1,111115,PI2     ,,
Initial,16-Sep,PI21,13,c,18.9,,36,12:57:41,4801.5,0.0998,70.9,2.81,2.73,2.3,1,4.46,26.56,25.66,26.56,399.58,390.37,4.658,5.944,12.92,16.49,499.7,400,0,96.8,-4.06,0.14,0.7,111115,,,
Initial,4-Oct,PI21    ,2,a                                     ,28.5,,25,12:39:38,2563,0.0274,-1.24E+03,1.11,3.92,2.3,1,4.46,30.4,29.4,30.49,419.12,405.78,1.458,1.968,3.29,4.45,499.7,400,109,98.49,-8.45,0.0825,1,111115,,,
Final,7-Oct,PI21    ,2,a                                     ,17,,14,11:44:20,2616,0.0675,-4.97,1.94,2.82,2.3,1,4.46,24.63,24.14,24.54,419.97,411.79,1.129,2.022,3.57,6.39,499.7,399,1,98.21,-7.01,0.116,0.7,111115,,,
Initial,1-Oct,PI21    ,7,b                                     ,32.7,,35,14:23:26,3294,0.242,165,6.29,2.65,2.3,1,4.46,25.48,24.45,25.43,419.94,403.71,1.47,4.354,4.42,13.09,499.7,400,0,98.34,-6.88,0.141,0.7,111115,PI21    ,7,b                                     
Final,4-Oct,PI21    ,7,b                                     ,16.6,,14,12:21:55,1499.5,0.0208,-860,0.815,3.8,2.3,1,4.46,29.32,28.79,29.31,419.2,411.39,1.427,1.801,3.43,4.33,499.7,400,77,98.49,-8.45,0.0825,0.7,111115,,,
Final,19-Sep,PI21    ,13,c                                     ,18.5,,24,12:42:21,3560.5,0.0966,66.6,3.11,3.12,2.3,1,4.46,27.99,26.85,27.92,399.84,390.77,2.994,4.418,7.65,11.29,499.6,400,0,96.91,0.428,0.0224,0.7,111115,,,
Initial,19-Oct,PI21    ,16,d                                     ,15.3,,36,14:40:04,3033,0.0415,-187,1.3,3.04,2.3,1,4.46,25.31,24.65,25.27,419.79,412.52,0.147,0.743,0.45,2.25,499.7,401,1,98.1,-8.9,0.105,0.7,111115,PI21    ,,
Final,22-Oct,PI21    ,17,d                                     ,10.1,,15,13:57:44,1633,0.0163,-580,0.493,2.96,2.3,1,4.46,24.28,23.91,24.18,419.4,414.65,0.004,0.23,0.01,0.75,499.7,400,1,98.63,-9.36,0.0288,0.7,111115,PI21    ,,
Initial,7-Oct,PI25    ,3,a                                     ,23.1,,43,12:46:37,6353,0.0658,-167,2.02,3.01,2.3,1,4.46,26.24,25.58,26.2,420.25,409.22,1.955,2.883,5.61,8.27,499.7,399,1,98.17,-7.01,0.116,0.7,111115,,,
Final,10-Oct,PI25    ,3,a                                     ,26.6,,18,10:44:34,1786,0.0543,-388,1.91,3.35,2.3,1,4.46,27.76,27.15,27.72,418.56,405.94,1.822,2.698,4.68,6.93,499.7,399,1,96.11,-8.78,0.194,1,111115,,,
Initial,1-Oct,PI25    ,7,b                                     ,30.9,,37,14:26:08,3455,0.0776,-246,2.29,2.9,2.3,1,4.46,25.53,24.85,25.46,419.91,405.24,1.489,2.541,4.46,7.62,499.7,400,0,98.34,-6.88,0.141,0.7,111115,PI25    ,7,b                                     
Final,4-Oct,PI25    ,7,b                                     ,9.53,,15,12:23:36,1601,0.0202,-347,0.779,3.74,2.3,1,4.46,29.48,28.57,29.47,419.21,414.67,1.462,1.82,3.48,4.34,499.7,401,89,98.49,-8.45,0.0825,1,111115,,,
Initial,19-Sep,PI25    ,11,c                                     ,10.7,,41,13:21:01,5879.5,0.0489,28.3,1.69,3.31,2.3,1,4.46,28.12,27.45,28.06,399.55,394.3,2.988,3.762,7.57,9.54,499.6,400,0,96.88,-3.38,0.241,0.7,111115,,,
Final,22-Sep,PI25    ,11,c                                     ,2.17,,3,12:50:36,273.5,0.019,201,0.611,3.14,2.3,1,4.46,25.98,25.04,26,400,398.89,0.219,0.501,0.64,1.47,499.8,399,0,98.82,0.741,-0.0415,1,111115,,,
Initial,16-Oct,PI25    ,16,d                                     ,28.5,,43,13:53:20,5724,0.0852,-144,2.79,3.22,2.3,1,4.46,27.13,26.11,27.1,421.5,407.84,0.482,1.765,1.31,4.81,499.7,401,1,98.23,-10.3,0.102,1,111115,PI25    ,,
Final,19-Oct,PI25    ,16,d                                     ,7.74,,19,14:17:38,1687.5,0.0209,-185,0.659,3.06,2.3,1,4.46,24.92,24.53,24.87,419.83,416.14,0.05,0.353,0.15,1.09,499.7,399,1,98.1,-8.9,0.105,0.7,111115,PI25    ,,
Initial,4-Oct,PI27    ,3,a                                     ,45.2,,36,13:00:25,3810.5,0.0966,-365,3.63,3.7,2.3,1,4.46,30.32,28.71,30.41,419.34,397.87,0.882,2.55,2,5.79,499.7,399,79,98.48,-8.45,0.0825,0.7,111115,,,
Final,7-Oct,PI27    ,3,a                                     ,24.8,,22,12:01:45,3660.5,0.1,-4.89,2.76,2.73,2.3,1,4.46,24.89,23.94,24.83,420.05,408.13,1.364,2.631,4.24,8.18,499.7,401,1,98.2,-7.01,0.116,0.7,111115,,,
Initial,16-Oct,PI27    ,8,b                                     ,27.2,,35,13:39:27,4891,0.0686,-240,2.28,3.25,2.3,1,4.46,27.02,26.2,27,420.06,407.12,0.629,1.676,1.73,4.59,499.7,400,1,98.23,-10.3,0.102,1,111115,PI27    ,,
Final,19-Oct,PI27    ,8,b                                     ,6.24,,12,14:08:16,1125.5,0.0169,-183,0.538,3.09,2.3,1,4.46,24.95,24.65,24.88,419.89,416.92,0.024,0.272,0.07,0.84,499.7,399,1,98.11,-8.9,0.105,0.7,111115,PI27    ,,
Initial,22-Oct,PI27    ,13,c                                     ,12.1,,47,14:40:50,4219,0.0569,58.4,1.72,2.97,2.3,1,4.46,24.85,24.19,24.78,420.18,414.28,-0.17,0.621,-0.53,1.94,499.7,400,0,98.59,-9.36,0.0288,0.7,111115,PI27    ,,
Final,25-Oct,PI27    ,13,c                                     ,9.2,,23,12:27:18,2531,0.0305,-77.8,0.871,2.8,2.3,1,4.46,23.19,22.95,23.06,420.37,415.97,-0.308,0.093,-1.07,0.32,499.7,401,1,98.73,-9.69,0.0837,1,111115,PI27    ,,
Initial,31-Oct,PI27    ,20,d                                     ,27.7,,17,12:14:09,1902.5,0.152,94.9,3.92,2.6,2.3,1,4.46,23.96,23.02,23.9,419.62,406.12,0.483,2.285,1.6,7.56,499.8,399,1,98.83,-8.96,0.0883,0.7,111115,PI27    ,,
Final,3-Nov,PI27    ,19,d                                     ,27.6,,4,11:36:08,1396.5,0.184,149,3.82,2.12,2.3,1,4.46,20.72,19.66,20.71,420.54,407.14,0.011,1.768,0.04,7.15,499.8,399,1,99.19,-9.31,0.104,1,111115,PI27    ,,
Initial,6-Nov,PI27    ,21,e                                     ,9.14,,24,14:11:05,3952,0.0399,36,1.12,2.74,2.3,1,4.46,23.66,23.1,23.58,419.68,415.25,0.468,0.985,1.56,3.29,499.7,400,0,97.91,-10,0.103,1,111115,PI27    ,,
