objectid,reporter,RecOwner,SciName,ComName,Nativity,OccStatus,Status,ObsDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,Method,CoordAcc,DataType,Centroid,Abundance,InfestAcre,GrossAcre,Percentcov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Smallest,Largest,Incidence,Severity,Host,Host_Name,HostPheno,HostDamage,ManageStat,PopStat,Habitat,LocalOwner,Site,RecBasis,Museum,MuseumRec,Voucher,ObsIDer,CollectTme,UUID,OrgSrcID,OrigName,RecSrcTyp,Surveyor,DateAcc,VisitType,DataMthd,TrapType,NumTraps,TargetName,TargetCnt,TargetRnge,Phenology,LifeStatus,Sex,PID,WaterName,WaterType,Substrate,TreatArea,PlantTreat,TreatComm,Reference,Locality,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm
"247695",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Simpson, Mississippi, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Specimen located at the Herbarium of the University of Mississippi (University, MS)""",,,,,,Verified,,
"248332",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Johnson, Nebraska, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"248414",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Potter, Pennsylvania, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia""",,,,,,Verified,,
"248872",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Boone, Arkansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Smith, E.B. 1988. An atlas and annotated list of the vascular plants of Arkansas, 2d ed.""",,,,,,Verified,,
"249014",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Alleghany, North Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"249204",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Rockbridge, Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Harvill, A.M., C.E. Stevens, and D.M.E. Ware. 1977. Atlas of the Virginia flora, Part I. Petridophytes through monocotyledons. Virginia Botanical Associates, Farmville""",,,,,,Verified,,
"249229",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Bates, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"249700",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Garvin, Oklahoma, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"250085",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Marion, South Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"250522",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Oregon, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Weber, W.R., and W.T. Corcoran. 1993. Atlas of Missouri vascular plants. Unpublished. Southwest Missouri State University and the Missouri Native Plant Society""",,,,,,Verified,,
"250752",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Bracken, Kentucky, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Campbell, Julian. Personal communication""",,,,,,Verified,,
"250761",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Brunswick, Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Harvill, A.M., C.E. Stevens, and D.M.E. Ware. 1977. Atlas of the Virginia flora, Part I. Petridophytes through monocotyledons. Virginia Botanical Associates, Farmville""",,,,,,Verified,,
"250803",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Madison, Ohio, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Cooperrider, T.S. 1995. The Dicotyledoneae of Ohio. Part 2: Linaceae through Campanulaceae. Ohio State University Press, Columbus""",,,,,,Verified,,
"250902",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Logan, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"251070",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Lawrence, Mississippi, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Specimen located at the Herbarium of the University of Mississippi (University, MS)""",,,,,,Verified,,
"251475",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Carter, Tennessee, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Chester, E.W., B.E. Wofford, R. Kral, H.R. DeSelm, and A.M. Evans. 1993. Atlas of Tennessee vascular plants. 2 vols. Center for Field Biology Miscellaneous Publication No. 9/13. Austin Peay State University, Clarksville""",,,,,,Verified,,
"251961",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Pendleton, Kentucky, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Campbell, Julian. Personal communication""",,,,,,Verified,,
"252167",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Washington, New York, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""New York Flora Association. 1990. Preliminary vouchered atlas of New York State flora, ed. 1. New York State Museum Institute, Albany""",,,,,,Verified,,
"252248",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Clinton, Michigan, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Voss, E.G. 1985. Michigan flora. Cranbrook Institute of Science, Bloomfield Hills""",,,,,,Verified,,
"252900",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Webster, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"253419",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Caledonia, Vermont, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Magee, D. Flora of New England. Unpublished and undated""",,,,,,Verified,,
"254035",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Newton, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"254269",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Guthrie, Iowa, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"254289",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Montgomery, Ohio, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Cooperrider, T.S. 1995. The Dicotyledoneae of Ohio. Part 2: Linaceae through Campanulaceae. Ohio State University Press, Columbus""",,,,,,Verified,,
"254564",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Lafayette, Louisiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Thomas, R.D., and C.M. Allen. 1997. Atlas of the vascular flora of Louisiana, vols. 1-3 (Plus updates). Louisiana Department of Wildlife and Fisheries. Natural Heritage Program, Baton Rouge""",,,,,,Verified,,
"254578",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Alleghany, Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Harvill, A.M., C.E. Stevens, and D.M.E. Ware. 1977. Atlas of the Virginia flora, Part I. Petridophytes through monocotyledons. Virginia Botanical Associates, Farmville""",,,,,,Verified,,
"254657",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Murray, Oklahoma, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"254678",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Harrison, Ohio, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Cooperrider, T.S. 1995. The Dicotyledoneae of Ohio. Part 2: Linaceae through Campanulaceae. Ohio State University Press, Columbus""",,,,,,Verified,,
"254844",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Lake, Florida, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Wunderlin, R.P., and B.F. Hansen. 2002. Atlas of Florida vascular plants ( http://www.plantatlas.usf.edu/). University of South Florida, Tampa""",,,,,,Verified,,
"255121",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""St. Charles, Louisiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Thomas, R.D., and C.M. Allen. 1997. Atlas of the vascular flora of Louisiana, vols. 1-3 (Plus updates). Louisiana Department of Wildlife and Fisheries. Natural Heritage Program, Baton Rouge""",,,,,,Verified,,
"255598",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Shelby, Iowa, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"256136",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Delaware, Pennsylvania, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia""",,,,,,Verified,,
"256419",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Gulf, Florida, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Wunderlin, R.P., and B.F. Hansen. 2002. Atlas of Florida vascular plants ( http://www.plantatlas.usf.edu/). University of South Florida, Tampa""",,,,,,Verified,,
"257235",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Walker, Georgia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Jones, S.B., and N. Coile. 1988. The distribution of the vascular flora of Georgia. Herbarium, Department of Botany, Athens""",,,,,,Verified,,
"257653",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Wyandot, Ohio, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Cooperrider, T.S. 1995. The Dicotyledoneae of Ohio. Part 2: Linaceae through Campanulaceae. Ohio State University Press, Columbus""",,,,,,Verified,,
"258417",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""St. James, Louisiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Thomas, R.D., and C.M. Allen. 1997. Atlas of the vascular flora of Louisiana, vols. 1-3 (Plus updates). Louisiana Department of Wildlife and Fisheries. Natural Heritage Program, Baton Rouge""",,,,,,Verified,,
"258586",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""McDowell, West Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""West Virginia county level data""",,,,,,Verified,,
"258756",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Carter, Oklahoma, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"258834",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""St. Francis, Arkansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Smith, E.B. 1988. An atlas and annotated list of the vascular plants of Arkansas, 2d ed.""",,,,,,Verified,,
"259041",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Warren, Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Harvill, A.M., C.E. Stevens, and D.M.E. Ware. 1977. Atlas of the Virginia flora, Part I. Petridophytes through monocotyledons. Virginia Botanical Associates, Farmville""",,,,,,Verified,,
"259629",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Perry, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Weber, W.R., and W.T. Corcoran. 1993. Atlas of Missouri vascular plants. Unpublished. Southwest Missouri State University and the Missouri Native Plant Society""",,,,,,Verified,,
"260100",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Will, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"260290",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Osage, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"260565",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Jackson, West Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""West Virginia county level data""",,,,,,Verified,,
"260604",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Casey, Kentucky, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Campbell, Julian. Personal communication""",,,,,,Verified,,
"260746",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Hickman, Kentucky, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Campbell, Julian. Personal communication""",,,,,,Verified,,
"260838",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Hempstead, Arkansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Smith, E.B. 1988. An atlas and annotated list of the vascular plants of Arkansas, 2d ed.""",,,,,,Verified,,
"260854",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Lamar, Mississippi, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Specimen located at the Herbarium of the University of Mississippi (University, MS)""",,,,,,Verified,,
"260997",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Stanislaus, California, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""The CalFlora Database. 2000. CalFlora: Information on California plants for education, research and conservation ( http://www.calflora.org/. (Literature based observation)). The CalFlora Database""",,,,,,Verified,,
"260998",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Fairfield, Connecticut, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Magee, D. Flora of New England. Unpublished and undated""",,,,,,Verified,,
"261094",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Tolland, Connecticut, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Magee, D. Flora of New England. Unpublished and undated""",,,,,,Verified,,
"261377",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Butler, Kansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"261436",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""McCurtain, Oklahoma, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"261844",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Bourbon, Kansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"262001",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Wayne, North Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"262194",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Augusta, Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Harvill, A.M., C.E. Stevens, and D.M.E. Ware. 1977. Atlas of the Virginia flora, Part I. Petridophytes through monocotyledons. Virginia Botanical Associates, Farmville""",,,,,,Verified,,
"263049",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Durham, North Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"263330",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Levy, Florida, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Wunderlin, R.P., and B.F. Hansen. 2002. Atlas of Florida vascular plants ( http://www.plantatlas.usf.edu/). University of South Florida, Tampa""",,,,,,Verified,,
"263332",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Montgomery, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Weber, W.R., and W.T. Corcoran. 1993. Atlas of Missouri vascular plants. Unpublished. Southwest Missouri State University and the Missouri Native Plant Society""",,,,,,Verified,,
